Transaction Date,Transaction Type,Fee Name,Transaction Number,Store,Details,Seller SKU,Lazada SKU,Amount,VAT in Amount,WHT Amount,WHT included in Amount,Statement,Paid Status,Order No.,Order Item No.,Order Item Status,Shipping Provider,Shipping Speed,Shipment Type,Reference,Comment,PaymentRefId,Month & Year,Price Category,Order Number,Shipping Fee Paid by Seller,Payment Fee,Shipping Fee (Paid By Customer),Item Price Credit,Auto. Shipping fee subsidy (by Lazada),Promotional Charges Vouchers,Shipping Fee Voucher (by Lazada),Shipping Fee Subsidy (By Seller),Free Shipping Max Fee,Reversal Item Price,Shipping Fee Refund to Customer,Lazada Bonus,Lazada Bonus - LZD co-fund,Shipping Fee Voucher Refund to Laz,Reversal of Free Shipping Max Fee,Commission,Reversal Commission,Sponsored Product Fee,Sponsored Discovery - Top up,,,,,Actual,Needed,Difference
16-Sep-2021,Orders-Sales,Item Price Credit,421618231326532,RMJ,Pirelli Diablo Rosso Sport 120/70  x 17 Tubeless,PIR-ANG-120-X17,1742524083_PH-7479436367,3325.00,0,0,No,13 Sep 2021 - 19 Sep 2021,paid,421618231226532,421618231326532,Delivered,LEX PH,standard,Dropshipping,421618231326532,,,September 2021,Medium,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-Sep-2021,Orders-Lazada Fees,Lazada Bonus - LZD co-fund,421618231326532,RMJ,Pirelli Diablo Rosso Sport 120/70  x 17 Tubeless,PIR-ANG-120-X17,1742524083_PH-7479436367,150.00,0,0,No,13 Sep 2021 - 19 Sep 2021,paid,421618231226532,421618231326532,Delivered,LEX PH,standard,Dropshipping,421618231326532,,,September 2021, ,,,,,,,,,,,,,,,,,,,,,,,,,,,
11-Sep-2021,Orders-Lazada Fees,Payment Fee,419931654048319,RMJ,Shell Advance Litro AX3 20W- 40 Motorcycle Oil,1806759883-1615449976308-0,1806759883_PH-7666983662,-4.67,0.5,0,No,06 Sep 2021 - 12 Sep 2021,paid,419931653748319,419931654048319,Delivered,LEX PH,standard,Dropshipping,419931654048319,,,September 2021, ,,,,,,,,,,,,,,,,,,,,,,,,,,,
11-Sep-2021,Orders-Sales,Item Price Credit,419931654048319,RMJ,Shell Advance Litro AX3 20W- 40 Motorcycle Oil,1806759883-1615449976308-0,1806759883_PH-7666983662,195.00,0,0,No,06 Sep 2021 - 12 Sep 2021,paid,419931653748319,419931654048319,Delivered,LEX PH,standard,Dropshipping,419931654048319,,,September 2021,Low,,,,,,,,,,,,,,,,,,,,,,,,,,,
11-Sep-2021,Orders-Lazada Fees,Payment Fee,419931653948319,RMJ,Shell Advance Litro AX3 20W- 40 Motorcycle Oil,1806759883-1615449976308-0,1806759883_PH-7666983662,-4.67,0.5,0,No,06 Sep 2021 - 12 Sep 2021,paid,419931653748319,419931653948319,Delivered,LEX PH,standard,Dropshipping,419931653948319,,,September 2021, ,,,,,,,,,,,,,,,,,,,,,,,,,,,
11-Sep-2021,Orders-Sales,Item Price Credit,419931653948319,RMJ,Shell Advance Litro AX3 20W- 40 Motorcycle Oil,1806759883-1615449976308-0,1806759883_PH-7666983662,195.00,0,0,No,06 Sep 2021 - 12 Sep 2021,paid,419931653748319,419931653948319,Delivered,LEX PH,standard,Dropshipping,419931653948319,,,September 2021,Low,,,,,,,,,,,,,,,,,,,,,,,,,,,
11-Sep-2021,Orders-Lazada Fees,Payment Fee,419931653848319,RMJ,Shell Advance Litro AX3 20W- 40 Motorcycle Oil,1806759883-1615449976308-0,1806759883_PH-7666983662,-4.67,0.5,0,No,06 Sep 2021 - 12 Sep 2021,paid,419931653748319,419931653848319,Delivered,LEX PH,standard,Dropshipping,419931653848319,,,September 2021, ,,,,,,,,,,,,,,,,,,,,,,,,,,,
11-Sep-2021,Orders-Sales,Item Price Credit,419931653848319,RMJ,Shell Advance Litro AX3 20W- 40 Motorcycle Oil,1806759883-1615449976308-0,1806759883_PH-7666983662,195.00,0,0,No,06 Sep 2021 - 12 Sep 2021,paid,419931653748319,419931653848319,Delivered,LEX PH,standard,Dropshipping,419931653848319,,,September 2021,Low,,,,,,,,,,,,,,,,,,,,,,,,,,,
10-Sep-2021,Orders-Lazada Fees,Payment Fee,418713053474992,RMJ,Pirelli Angel CT 140/70 x 17 Tubeless,PIR-ANG-140-X17,1724002318_PH-7436324109,-105.86,11.34,0,No,06 Sep 2021 - 12 Sep 2021,paid,418713053374992,418713053474992,Delivered,LEX PH,standard,Dropshipping,418713053474992,,,September 2021, ,,,,,,,,,,,,,,,,,,,,,,,,,,,
10-Sep-2021,Orders-Sales,Item Price Credit,418713053474992,RMJ,Pirelli Angel CT 140/70 x 17 Tubeless,PIR-ANG-140-X17,1724002318_PH-7436324109,4490.00,0,0,No,06 Sep 2021 - 12 Sep 2021,paid,418713053374992,418713053474992,Delivered,LEX PH,standard,Dropshipping,418713053474992,,,September 2021,Medium,,,,,,,,,,,,,,,,,,,,,,,,,,,
06-Sep-2021,Orders-Lazada Fees,Payment Fee,416987060180217,RMJ,Pirelli Diablo Rosso Sport 120/70  x 17 Tubeless,PIR-ANG-120-X17,1742524083_PH-7479436367,-88.48,9.48,0,No,06 Sep 2021 - 12 Sep 2021,paid,416987060080217,416987060180217,Returned,Ninja Van PH,standard,Dropshipping,416987060180217,,,September 2021, ,,,,,,,,,,,,,,,,,,,,,,,,,,,
06-Sep-2021,Orders-Sales,Item Price Credit,416987060180217,RMJ,Pirelli Diablo Rosso Sport 120/70  x 17 Tubeless,PIR-ANG-120-X17,1742524083_PH-7479436367,3500.00,0,0,No,06 Sep 2021 - 12 Sep 2021,paid,416987060080217,416987060180217,Returned,Ninja Van PH,standard,Dropshipping,416987060180217,,,September 2021,Medium,,,,,,,,,,,,,,,,,,,,,,,,,,,
05-Sep-2021,Orders-Lazada Fees,Payment Fee,418223542375134,RMJ,Pirelli Angel CT 140/70 x 17 Tubeless,PIR-ANG-140-X17,1724002318_PH-7436324109,-101.05,10.83,0,No,30 Aug 2021 - 05 Sep 2021,paid,418223542275134,418223542375134,Delivered,Ninja Van PH,standard,Dropshipping,418223542375134,,,September 2021, ,,,,,,,,,,,,,,,,,,,,,,,,,,,
05-Sep-2021,Orders-Sales,Item Price Credit,418223542375134,RMJ,Pirelli Angel CT 140/70 x 17 Tubeless,PIR-ANG-140-X17,1724002318_PH-7436324109,4275.00,0,0,No,30 Aug 2021 - 05 Sep 2021,paid,418223542275134,418223542375134,Delivered,Ninja Van PH,standard,Dropshipping,418223542375134,,,September 2021,Medium,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-Sep-2021,Orders-Lazada Fees,Payment Fee,415995853424183,RMJ,Mizzle M89 Motorcycle Tire 100/80 x 14 (Tubeless),MIZ-M89-100-X14,1724052359_PH-7436426867,-32.27,3.46,0,No,30 Aug 2021 - 05 Sep 2021,paid,415995853324183,415995853424183,Delivered,LEX PH,standard,Dropshipping,415995853424183,,,September 2021, ,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-Sep-2021,Orders-Sales,Item Price Credit,415995853424183,RMJ,Mizzle M89 Motorcycle Tire 100/80 x 14 (Tubeless),MIZ-M89-100-X14,1724052359_PH-7436426867,1382.00,0,0,No,30 Aug 2021 - 05 Sep 2021,paid,415995853324183,415995853424183,Delivered,LEX PH,standard,Dropshipping,415995853424183,,,September 2021,Low - Medium,,,,,,,,,,,,,,,,,,,,,,,,,,,
28-Sep-2021,Orders-Sales,Item Price Credit,426216031392576,RMJ,FDR Sports XR Evo 80/80 x 17,FDR-EVO-80-x17,1723778359_PH-7435652876,1450.00,0,0,No,27 Sep 2021 - 03 Oct 2021,paid,426216031292576,426216031392576,Delivered,LEX PH,standard,Dropshipping,426216031392576,,,September 2021,Low - Medium,,,,,,,,,,,,,,,,,,,,,,,,,,,
27-Sep-2021,Orders-Sales,Item Price Credit,425874471961091,RMJ,FDR Sports XR Evo 90/80 x 14,FDR-EVO-90-x14,1724336271_PH-7437264176,1400.00,0,0,No,27 Sep 2021 - 03 Oct 2021,paid,425874471861091,425874471961091,Delivered,LEX PH,standard,Dropshipping,425874471961091,,,September 2021,Low - Medium,,,,,,,,,,,,,,,,,,,,,,,,,,,
25-Sep-2021,Orders-Sales,Item Price Credit,424322265074708,RMJ,Pirelli Diablo Rosso Sport 120/70  x 17 Tubeless,PIR-ANG-120-X17,1742524083_PH-7479436367,3500.00,0,0,No,20 Sep 2021 - 26 Sep 2021,paid,424322264974708,424322265074708,Returned,LEX PH,standard,Dropshipping,424322265074708,,,September 2021,Medium,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-Sep-2021,Orders-Sales,Item Price Credit,424393409506459,RMJ,MICHELIN CITY GRIP 150X70X14 TUBELESS TIRE,PZAMICHELINCITTGRIP150x70x14TL,1947398071_PH-8405833477,4950.00,0,0,No,20 Sep 2021 - 26 Sep 2021,paid,424393409406459,424393409506459,Delivered,LEX PH,standard,Dropshipping,424393409506459,,,September 2021,Medium,,,,,,,,,,,,,,,,,,,,,,,,,,,
22-Sep-2021,Orders-Sales,Item Price Credit,423369250175874,RMJ,FDR Sports XR Evo 90/80 x 17 TUBELESS,FDR-EVO-90-x17,1724210925_PH-7437062893,1675.00,0,0,No,20 Sep 2021 - 26 Sep 2021,paid,423369249975874,423369250175874,Delivered,LEX PH,standard,Dropshipping,423369250175874,,,September 2021,Low - Medium,,,,,,,,,,,,,,,,,,,,,,,,,,,
22-Sep-2021,Orders-Sales,Item Price Credit,423369250075874,RMJ,FDR Sports XR Evo 80/80 x 17,FDR-EVO-80-x17,1723778359_PH-7435652876,1363.00,0,0,No,20 Sep 2021 - 26 Sep 2021,paid,423369249975874,423369250075874,Delivered,LEX PH,standard,Dropshipping,423369250075874,,,September 2021,Low - Medium,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-Sep-2021,Orders-Sales,Item Price Credit,423835347866915,RMJ,Pirelli Diablo Rosso Sport 120/70  x 17 Tubeless,PIR-ANG-120-X17,1742524083_PH-7479436367,3325.00,0,0,No,13 Sep 2021 - 19 Sep 2021,paid,423835347766915,423835347866915,Delivered,LEX PH,standard,Dropshipping,423835347866915,,,September 2021,Medium,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-Sep-2021,Orders-Sales,Item Price Credit,423593159764500,RMJ,Pirelli Diablo Rosso Sport 120/70  x 17 Tubeless,PIR-ANG-120-X17,1742524083_PH-7479436367,3325.00,0,0,No,13 Sep 2021 - 19 Sep 2021,paid,423593159664500,423593159764500,Delivered,Ninja Van PH,standard,Dropshipping,423593159764500,,,September 2021,Medium,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-Sep-2021,Orders-Sales,Item Price Credit,421618231326532,RMJ,Pirelli Diablo Rosso Sport 120/70  x 17 Tubeless,PIR-ANG-120-X17,1742524083_PH-7479436367,3325.00,0,0,No,13 Sep 2021 - 19 Sep 2021,paid,421618231226532,421618231326532,Delivered,LEX PH,standard,Dropshipping,421618231326532,,,September 2021,Medium,,,,,,,,,,,,,,,,,,,,,,,,,,,
27-Sep-2021,Orders-Sales,Item Price Credit,425874471961091,RMJ,FDR Sports XR Evo 90/80 x 14,FDR-EVO-90-x14,1724336271_PH-7437264176,1400.00,0,0,No,27 Sep 2021 - 03 Oct 2021,paid,425874471861091,425874471961091,Delivered,LEX PH,standard,Dropshipping,425874471961091,,,September 2021,Low - Medium,,,,,,,,,,,,,,,,,,,,,,,,,,,
25-Sep-2021,Orders-Sales,Item Price Credit,424322265074708,RMJ,Pirelli Diablo Rosso Sport 120/70  x 17 Tubeless,PIR-ANG-120-X17,1742524083_PH-7479436367,3500.00,0,0,No,20 Sep 2021 - 26 Sep 2021,paid,424322264974708,424322265074708,Returned,LEX PH,standard,Dropshipping,424322265074708,,,September 2021,Medium,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-Sep-2021,Orders-Sales,Item Price Credit,424393409506459,RMJ,MICHELIN CITY GRIP 150X70X14 TUBELESS TIRE,PZAMICHELINCITTGRIP150x70x14TL,1947398071_PH-8405833477,4950.00,0,0,No,20 Sep 2021 - 26 Sep 2021,paid,424393409406459,424393409506459,Delivered,LEX PH,standard,Dropshipping,424393409506459,,,September 2021,Medium,,,,,,,,,,,,,,,,,,,,,,,,,,,
22-Sep-2021,Orders-Sales,Item Price Credit,423369250175874,RMJ,FDR Sports XR Evo 90/80 x 17 TUBELESS,FDR-EVO-90-x17,1724210925_PH-7437062893,1675.00,0,0,No,20 Sep 2021 - 26 Sep 2021,paid,423369249975874,423369250175874,Delivered,LEX PH,standard,Dropshipping,423369250175874,,,September 2021,Low - Medium,,,,,,,,,,,,,,,,,,,,,,,,,,,
22-Sep-2021,Orders-Sales,Item Price Credit,423369250075874,RMJ,FDR Sports XR Evo 80/80 x 17,FDR-EVO-80-x17,1723778359_PH-7435652876,1363.00,0,0,No,20 Sep 2021 - 26 Sep 2021,paid,423369249975874,423369250075874,Delivered,LEX PH,standard,Dropshipping,423369250075874,,,September 2021,Low - Medium,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-Sep-2021,Orders-Sales,Item Price Credit,423835347866915,RMJ,Pirelli Diablo Rosso Sport 120/70  x 17 Tubeless,PIR-ANG-120-X17,1742524083_PH-7479436367,3325.00,0,0,No,13 Sep 2021 - 19 Sep 2021,paid,423835347766915,423835347866915,Delivered,LEX PH,standard,Dropshipping,423835347866915,,,September 2021,Medium,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-Sep-2021,Orders-Sales,Item Price Credit,423593159764500,RMJ,Pirelli Diablo Rosso Sport 120/70  x 17 Tubeless,PIR-ANG-120-X17,1742524083_PH-7479436367,3325.00,0,0,No,13 Sep 2021 - 19 Sep 2021,paid,423593159664500,423593159764500,Delivered,Ninja Van PH,standard,Dropshipping,423593159764500,,,September 2021,Medium,,,,,,,,,,,,,,,,,,,,,,,,,,,
28-Oct-2021,Orders-Lazada Fees,Payment Fee,437874743155630,Cycle City,FDR Sports XR Evo 80/80 x 17,FDR-EVO-80-x17,1723778359_PH-7435652876,-43.53,4.66,0,No,25 Oct 2021 - 31 Oct 2021,paid,437874743055630,437874743155630,Delivered,LEX PH,standard,Dropshipping,437874743155630,,,October 2021, ,,,,,,,,,,,,,,,,,,,,,,,,,,,
28-Oct-2021,Orders-Sales,Item Price Credit,437874743155630,Cycle City,FDR Sports XR Evo 80/80 x 17,FDR-EVO-80-x17,1723778359_PH-7435652876,1650.00,0,0,No,25 Oct 2021 - 31 Oct 2021,paid,437874743055630,437874743155630,Delivered,LEX PH,standard,Dropshipping,437874743155630,,,October 2021,Low - Medium,,,,,,,,,,,,,,,,,,,,,,,,,,,
28-Oct-2021,Orders-Lazada Fees,Payment Fee,437874743255630,Cycle City,FDR Sports XR Evo 80/80 x 17,FDR-EVO-80-x17,1723778359_PH-7435652876,-43.53,4.66,0,No,25 Oct 2021 - 31 Oct 2021,paid,437874743055630,437874743255630,Delivered,LEX PH,standard,Dropshipping,437874743255630,,,October 2021, ,,,,,,,,,,,,,,,,,,,,,,,,,,,
28-Oct-2021,Orders-Sales,Item Price Credit,437874743255630,Cycle City,FDR Sports XR Evo 80/80 x 17,FDR-EVO-80-x17,1723778359_PH-7435652876,1650.00,0,0,No,25 Oct 2021 - 31 Oct 2021,paid,437874743055630,437874743255630,Delivered,LEX PH,standard,Dropshipping,437874743255630,,,October 2021,Low - Medium,,,,,,,,,,,,,,,,,,,,,,,,,,,
26-Oct-2021,Orders-Lazada Fees,Payment Fee,436144850345153,Cycle City,FDR Sports XR Evo 80/80 x 17,FDR-EVO-80-x17,1723778359_PH-7435652876,-42.25,4.53,0,No,25 Oct 2021 - 31 Oct 2021,paid,436144850245153,436144850345153,Delivered,LEX PH,standard,Dropshipping,436144850345153,,,October 2021, ,,,,,,,,,,,,,,,,,,,,,,,,,,,
26-Oct-2021,Orders-Sales,Item Price Credit,436144850345153,Cycle City,FDR Sports XR Evo 80/80 x 17,FDR-EVO-80-x17,1723778359_PH-7435652876,1650.00,0,0,No,25 Oct 2021 - 31 Oct 2021,paid,436144850245153,436144850345153,Delivered,LEX PH,standard,Dropshipping,436144850345153,,,October 2021,Low - Medium,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-Oct-2021,Orders-Lazada Fees,Payment Fee,434789964067306,SEC,Aldebaran solid gloss white Half Face Helmet,2357326285-1632113318605-2,2357326285_PH-10719875227,-47.11,5.05,0,No,18 Oct 2021 - 24 Oct 2021,paid,434789963967306,434789964067306,Delivered,LEX PH,standard,Dropshipping,434789964067306,,,October 2021, ,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-Oct-2021,Orders-Sales,Item Price Credit,434789964067306,SEC,Aldebaran solid gloss white Half Face Helmet,2357326285-1632113318605-2,2357326285_PH-10719875227,2050.00,0,0,No,18 Oct 2021 - 24 Oct 2021,paid,434789963967306,434789964067306,Delivered,LEX PH,standard,Dropshipping,434789964067306,,,October 2021,Low - Medium,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-Oct-2021,Orders-Lazada Fees,Payment Fee,433083088875481,DGZ,Pirelli Angel CT 90/80 x 17 Tubeless,PIR-ANG-9080-X17,1723938649_PH-7436208890,-46.28,4.96,0,No,18 Oct 2021 - 24 Oct 2021,paid,433083088775481,433083088875481,Delivered,LEX PH,standard,Dropshipping,433083088875481,,,October 2021, ,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-Oct-2021,Orders-Sales,Item Price Credit,433083088875481,DGZ,Pirelli Angel CT 90/80 x 17 Tubeless,PIR-ANG-9080-X17,1723938649_PH-7436208890,1890.00,0,0,No,18 Oct 2021 - 24 Oct 2021,paid,433083088775481,433083088875481,Delivered,LEX PH,standard,Dropshipping,433083088875481,,,October 2021,Low - Medium,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-Oct-2021,Refunds-Sales,Reversal Item Price,429315698349437,RMJ,Yamaha MIO Brake Shoe,2296078302-1630054940016-0,2296078302_PH-10384914923,-150.00,0,0,No,18 Oct 2021 - 24 Oct 2021,paid,429315698249437,429315698349437,Returned,LEX PH,standard,Dropshipping,429315698349437,,,October 2021, ,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-Oct-2021,Refunds-Logistics,Shipping Fee Voucher Refund to Laz,429315698349437,RMJ,Yamaha MIO Brake Shoe,2296078302-1630054940016-0,2296078302_PH-10384914923,-22.75,0,0,No,18 Oct 2021 - 24 Oct 2021,paid,429315698249437,429315698349437,Returned,LEX PH,standard,Dropshipping,429315698349437,,,October 2021, ,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-Oct-2021,Refunds-Sales,Reversal Item Price,429315698449437,RMJ,Yamaha MIO Brake Shoe,2296078302-1630054940016-0,2296078302_PH-10384914923,-150.00,0,0,No,18 Oct 2021 - 24 Oct 2021,paid,429315698249437,429315698449437,Returned,LEX PH,standard,Dropshipping,429315698449437,,,October 2021, ,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-Oct-2021,Refunds-Marketing Fees,Reversal of Free Shipping Max Fee,429315698349437,RMJ,Yamaha MIO Brake Shoe,2296078302-1630054940016-0,2296078302_PH-10384914923,4.50,0.48,0,No,18 Oct 2021 - 24 Oct 2021,paid,429315698249437,429315698349437,Returned,LEX PH,standard,Dropshipping,429315698349437,commission program:107-49742,,October 2021, ,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-Oct-2021,Refunds-Marketing Fees,Reversal of Free Shipping Max Fee,429315698449437,RMJ,Yamaha MIO Brake Shoe,2296078302-1630054940016-0,2296078302_PH-10384914923,4.50,0.48,0,No,18 Oct 2021 - 24 Oct 2021,paid,429315698249437,429315698449437,Returned,LEX PH,standard,Dropshipping,429315698449437,commission program:107-49742,,October 2021, ,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-Oct-2021,Refunds-Logistics,Shipping Fee Voucher Refund to Laz,429315698449437,RMJ,Yamaha MIO Brake Shoe,2296078302-1630054940016-0,2296078302_PH-10384914923,-22.75,0,0,No,18 Oct 2021 - 24 Oct 2021,paid,429315698249437,429315698449437,Returned,LEX PH,standard,Dropshipping,429315698449437,,,October 2021, ,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-Oct-2021,Orders-Lazada Fees,Payment Fee,434002555957228,RMJ,Corsa Platinum M5 110/70 x 13 TUBELESS TIRE,PZACORSAPLATINUMM5110/70-13,2029201382_PH-8960392475,-36.15,3.87,0,No,11 Oct 2021 - 17 Oct 2021,paid,434002555757228,434002555957228,Delivered,LEX PH,standard,Dropshipping,434002555957228,,,October 2021, ,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-Oct-2021,Orders-Sales,Item Price Credit,434002555957228,RMJ,Corsa Platinum M5 110/70 x 13 TUBELESS TIRE,PZACORSAPLATINUMM5110/70-13,2029201382_PH-8960392475,1560.00,0,0,No,11 Oct 2021 - 17 Oct 2021,paid,434002555757228,434002555957228,Delivered,LEX PH,standard,Dropshipping,434002555957228,,,October 2021,Low - Medium,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-Oct-2021,Orders-Lazada Fees,Payment Fee,434002555857228,RMJ,CORSA PLATINUM M5 130/70 x 13 TUBELESS TIRE,PZACORSAPLATINUMM5130/70-13,2055900434_PH-9123638156,-40.19,4.31,0,No,11 Oct 2021 - 17 Oct 2021,paid,434002555757228,434002555857228,Delivered,LEX PH,standard,Dropshipping,434002555857228,,,October 2021, ,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-Oct-2021,Orders-Sales,Item Price Credit,434002555857228,RMJ,CORSA PLATINUM M5 130/70 x 13 TUBELESS TIRE,PZACORSAPLATINUMM5130/70-13,2055900434_PH-9123638156,1740.00,0,0,No,11 Oct 2021 - 17 Oct 2021,paid,434002555757228,434002555857228,Delivered,LEX PH,standard,Dropshipping,434002555857228,,,October 2021,Low - Medium,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-Oct-2021,Orders-Lazada Fees,Payment Fee,433213347595198,RMJ,Pirelli Diablo Rosso Sport 150/60  x 17 Tubeless,PIR-ANG-150-X17,1723994279_PH-7436264549,-327.64,14.64,0,No,11 Oct 2021 - 17 Oct 2021,paid,433213347495198,433213347595198,Delivered,J&T Express,standard,Dropshipping,433213347595198,,,October 2021, ,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-Oct-2021,Orders-Sales,Item Price Credit,433213347595198,RMJ,Pirelli Diablo Rosso Sport 150/60  x 17 Tubeless,PIR-ANG-150-X17,1723994279_PH-7436264549,5700.00,0,0,No,11 Oct 2021 - 17 Oct 2021,paid,433213347495198,433213347595198,Delivered,J&T Express,standard,Dropshipping,433213347595198,,,October 2021,Medium,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-Oct-2021,Orders-Lazada Fees,Payment Fee,430416809268730,RMJ,PETRON 2T POWERBURN 200ML Motorcycle Oil,2251067313-1628796008109-0,2251067313_PH-10161049961,-1.64,0.18,0,No,11 Oct 2021 - 17 Oct 2021,paid,430416809168730,430416809268730,Delivered,J&T Express,standard,Dropshipping,430416809268730,,,October 2021, ,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-Oct-2021,Orders-Sales,Item Price Credit,430416809268730,RMJ,PETRON 2T POWERBURN 200ML Motorcycle Oil,2251067313-1628796008109-0,2251067313_PH-10161049961,35.00,0,0,No,11 Oct 2021 - 17 Oct 2021,paid,430416809168730,430416809268730,Delivered,J&T Express,standard,Dropshipping,430416809268730,,,October 2021,Low,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-Oct-2021,Orders-Lazada Fees,Payment Fee,431424036498514,RMJ,Shell Advance Litro AX3 20W- 40 Motorcycle Oil,1806759883-1615449976308-0,1806759883_PH-7666983662,-4.66,0.5,0,No,11 Oct 2021 - 17 Oct 2021,paid,431424036398514,431424036498514,Delivered,LEX PH,standard,Dropshipping,431424036498514,,,October 2021, ,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-Oct-2021,Orders-Sales,Item Price Credit,431424036498514,RMJ,Shell Advance Litro AX3 20W- 40 Motorcycle Oil,1806759883-1615449976308-0,1806759883_PH-7666983662,190.00,0,0,No,11 Oct 2021 - 17 Oct 2021,paid,431424036398514,431424036498514,Delivered,LEX PH,standard,Dropshipping,431424036498514,,,October 2021,Low,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-Oct-2021,Orders-Lazada Fees,Payment Fee,430649070796184,RMJ,Mizzle GOLD M89 Motorcycle Tire 80/80 x 17 Tubeless,MIZ-M89-808-X17,1724016314_PH-7436382195,-36.02,3.86,0,No,11 Oct 2021 - 17 Oct 2021,paid,430649070696184,430649070796184,Delivered,LEX PH,standard,Dropshipping,430649070796184,,,October 2021, ,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-Oct-2021,Orders-Sales,Item Price Credit,430649070796184,RMJ,Mizzle GOLD M89 Motorcycle Tire 80/80 x 17 Tubeless,MIZ-M89-808-X17,1724016314_PH-7436382195,1450.00,0,0,No,11 Oct 2021 - 17 Oct 2021,paid,430649070696184,430649070796184,Delivered,LEX PH,standard,Dropshipping,430649070796184,,,October 2021,Low - Medium,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-Oct-2021,Orders-Lazada Fees,Payment Fee,432889334468263,RMJ,Mizzle M89 Motorcycle Tire 90/80 x 17 (Tubeless),MIZ-M89-908-X17,1724158697_PH-7436914722,-37.48,4.02,0,No,11 Oct 2021 - 17 Oct 2021,paid,432889334368263,432889334468263,Delivered,LEX PH,standard,Dropshipping,432889334468263,,,October 2021, ,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-Oct-2021,Orders-Sales,Item Price Credit,432889334468263,RMJ,Mizzle M89 Motorcycle Tire 90/80 x 17 (Tubeless),MIZ-M89-908-X17,1724158697_PH-7436914722,1650.00,0,0,No,11 Oct 2021 - 17 Oct 2021,paid,432889334368263,432889334468263,Delivered,LEX PH,standard,Dropshipping,432889334468263,,,October 2021,Low - Medium,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-Oct-2021,Orders-Lazada Fees,Lazada Bonus - LZD co-fund,432889334468263,RMJ,Mizzle M89 Motorcycle Tire 90/80 x 17 (Tubeless),MIZ-M89-908-X17,1724158697_PH-7436914722,75.00,0,0,No,11 Oct 2021 - 17 Oct 2021,paid,432889334368263,432889334468263,Delivered,LEX PH,standard,Dropshipping,432889334468263,,,October 2021, ,,,,,,,,,,,,,,,,,,,,,,,,,,,
11-Oct-2021,Orders-Lazada Fees,Payment Fee,431854754856174,RMJ,CORSA PLATINUM M5 120/70 x 13 TUBELESS TIRE,PZACORSAPLATINUMM5120/70-13,2055856484_PH-9123583224,-38.37,4.11,0,No,11 Oct 2021 - 17 Oct 2021,paid,431854754756174,431854754856174,Delivered,LEX PH,standard,Dropshipping,431854754856174,,,October 2021, ,,,,,,,,,,,,,,,,,,,,,,,,,,,
11-Oct-2021,Orders-Sales,Item Price Credit,431854754856174,RMJ,CORSA PLATINUM M5 120/70 x 13 TUBELESS TIRE,PZACORSAPLATINUMM5120/70-13,2055856484_PH-9123583224,1650.00,0,0,No,11 Oct 2021 - 17 Oct 2021,paid,431854754756174,431854754856174,Delivered,LEX PH,standard,Dropshipping,431854754856174,,,October 2021,Low - Medium,,,,,,,,,,,,,,,,,,,,,,,,,,,
11-Oct-2021,Orders-Lazada Fees,Payment Fee,430051287056174,RMJ,CORSA PLATINUM M5 140/70 x 13 TUBELESS TIRE,PZACORSAPLATINUMM5140/70-13,2055828709_PH-9123708053,-45.99,4.93,0,No,11 Oct 2021 - 17 Oct 2021,paid,430051286956174,430051287056174,Delivered,LEX PH,standard,Dropshipping,430051287056174,,,October 2021, ,,,,,,,,,,,,,,,,,,,,,,,,,,,
