Transaction Date,Transaction Type,Fee Name,Transaction Number,Store,Details,Seller SKU,Lazada SKU,Amount,VAT in Amount,WHT Amount,WHT included in Amount,Statement,Paid Status,Order No.,Order Item No.,Order Item Status,Shipping Provider,Shipping Speed,Shipment Type,Reference,Comment,PaymentRefId,Month & Year,Price Category,Order Number,Shipping Fee Paid by Seller,Payment Fee,Shipping Fee (Paid By Customer),Item Price Credit,Auto. Shipping fee subsidy (by Lazada),Promotional Charges Vouchers,Shipping Fee Voucher (by Lazada),Shipping Fee Subsidy (By Seller),Free Shipping Max Fee,Reversal Item Price,Shipping Fee Refund to Customer,Lazada Bonus,Lazada Bonus - LZD co-fund,Shipping Fee Voucher Refund to Laz,Reversal of Free Shipping Max Fee,Commission,Reversal Commission,Sponsored Product Fee,Sponsored Discovery - Top up,,,,,Actual,Needed,Difference
11-Mar-2021,Orders-Logistics,Shipping Fee Paid by Seller,359212025193746,RMJ,Pirelli Angel CT Scooter 90/80 x 14 Tubeless,PIR-ANG-90-x14,1724392340_PH-7437442270,-13.83,1.48,0,No,08 Mar 2021 - 14 Mar 2021,paid,359212024893746,359212025193746,Delivered,LEX PH,standard,Dropshipping,359212025193746,,,March 2021, ,448069528716507,0,-40.5,0,1700,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
11-Mar-2021,Orders-Lazada Fees,Payment Fee,361391577385462,RMJ,Knuckle Bearing Set Fury 125,PZA-SP-FURY125/R,1740042425_PH-7475614696,-0.40,0.04,0,No,08 Mar 2021 - 14 Mar 2021,paid,361391576985462,361391577385462,Delivered,LEX PH,standard,Dropshipping,361391577385462,,,March 2021, ,442825436629147,0,-5.35,0,210.2,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
11-Mar-2021,Orders-Sales,Item Price Credit,361391577385462,RMJ,Knuckle Bearing Set Fury 125,PZA-SP-FURY125/R,1740042425_PH-7475614696,167.07,0,0,No,08 Mar 2021 - 14 Mar 2021,paid,361391576985462,361391577385462,Delivered,LEX PH,standard,Dropshipping,361391577385462,,,March 2021,Low,445335319432132,0,-6.46,0,230,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
11-Mar-2021,Orders-Lazada Fees,Payment Fee,361387367485462,RMJ,NGK Spark Plug BPR6HS 7022 (Original),PZA-SP-BPR6HS,1735362302_PH-7468388856,-0.40,0.04,0,No,08 Mar 2021 - 14 Mar 2021,paid,361387367085462,361387367485462,Delivered,LEX PH,standard,Dropshipping,361387367485462,,,March 2021, ,445481956235243,0,-8.29,0,332,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
11-Mar-2021,Orders-Sales,Item Price Credit,361387367485462,RMJ,NGK Spark Plug BPR6HS 7022 (Original),PZA-SP-BPR6HS,1735362302_PH-7468388856,161.50,0,0,No,08 Mar 2021 - 14 Mar 2021,paid,361387367085462,361387367485462,Delivered,LEX PH,standard,Dropshipping,361387367485462,,,March 2021,Low,442486754883258,0,-37.5,0,1300,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
11-Mar-2021,Orders-Lazada Fees,Payment Fee,360589302745563,RMJ,Pirelli Angel CT Scooter 90/80 x 14 Tubeless,PIR-ANG-90-x14,1724392340_PH-7437442270,-0.40,0.04,0,No,08 Mar 2021 - 14 Mar 2021,paid,360589302445563,360589302745563,Delivered,LEX PH,standard,Dropshipping,360589302745563,,,March 2021, ,442853080286336,0,-39.63,0,1835,0,0,0,0,0,0,0,0,75,0,0,0,0,,,,,,,,,
11-Mar-2021,Orders-Lazada Fees,Payment Fee,361391577185462,RMJ,Mizzle GOLD M89 Motorcycle Tire 90/80 x 14 (Tubeless),MIZ-M89-908-X14,1724080569_PH-7436570877,-0.41,0.04,0,No,08 Mar 2021 - 14 Mar 2021,paid,361391576985462,361391577185462,Delivered,LEX PH,standard,Dropshipping,361391577185462,,,March 2021, ,444598714879131,0,-40.23,0,1835,0,0,0,0,0,0,0,0,75,0,0,0,0,,,,,,,,,
11-Mar-2021,Orders-Sales,Item Price Credit,360589302745563,RMJ,Pirelli Angel CT Scooter 90/80 x 14 Tubeless,PIR-ANG-90-x14,1724392340_PH-7437442270,1587.60,0,0,No,08 Mar 2021 - 14 Mar 2021,paid,360589302445563,360589302745563,Delivered,LEX PH,standard,Dropshipping,360589302745563,,,March 2021,Low - Medium,441642882658590,0,-29.52,0,1260,0,0,0,0,0,0,0,0,50,0,0,0,0,,,,,,,,,
11-Mar-2021,Orders-Sales,Item Price Credit,361391577185462,RMJ,Mizzle GOLD M89 Motorcycle Tire 90/80 x 14 (Tubeless),MIZ-M89-908-X14,1724080569_PH-7436570877,1597.40,0,0,No,08 Mar 2021 - 14 Mar 2021,paid,361391576985462,361391577185462,Delivered,LEX PH,standard,Dropshipping,361391577185462,,,March 2021,Low - Medium,443971912847117,0,-40.28,0,1700,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
11-Mar-2021,Orders-Lazada Fees,Payment Fee,361374793185462,RMJ,Mizzle GOLD M89 Motorcycle Tire 90/80 x 14 (Tubeless),MIZ-M89-908-X14,1724080569_PH-7436570877,-0.41,0.04,0,No,08 Mar 2021 - 14 Mar 2021,paid,361374792785462,361374793185462,Delivered,LEX PH,standard,Dropshipping,361374793185462,,,March 2021, ,439330420244678,0,-40.5,0,1700,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
11-Mar-2021,Orders-Lazada Fees,Payment Fee,361387367385462,RMJ,Mizzle GOLD M89 Motorcycle Tire 90/80 x 14 (Tubeless),MIZ-M89-908-X14,1724080569_PH-7436570877,-0.41,0.04,0,No,08 Mar 2021 - 14 Mar 2021,paid,361387367085462,361387367385462,Delivered,LEX PH,standard,Dropshipping,361387367385462,,,March 2021, ,437813241962858,0,-40.68,0,3260,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
11-Mar-2021,Orders-Sales,Item Price Credit,361374793185462,RMJ,Mizzle GOLD M89 Motorcycle Tire 90/80 x 14 (Tubeless),MIZ-M89-908-X14,1724080569_PH-7436570877,1597.40,0,0,No,08 Mar 2021 - 14 Mar 2021,paid,361374792785462,361374793185462,Delivered,LEX PH,standard,Dropshipping,361374793185462,,,March 2021,Low - Medium,436970381738875,0,-133.12,0,17100,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
11-Mar-2021,Orders-Sales,Item Price Credit,361387367385462,RMJ,Mizzle GOLD M89 Motorcycle Tire 90/80 x 14 (Tubeless),MIZ-M89-908-X14,1724080569_PH-7436570877,1597.40,0,0,No,08 Mar 2021 - 14 Mar 2021,paid,361387367085462,361387367385462,Delivered,LEX PH,standard,Dropshipping,361387367385462,,,March 2021,Low - Medium,469423942921336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
11-Mar-2021,Orders-Lazada Fees,Payment Fee,361374792885462,RMJ,Knuckle Bearing Set Fury 125,PZA-SP-FURY125/R,1740042425_PH-7475614696,-0.40,0.04,0,No,08 Mar 2021 - 14 Mar 2021,paid,361374792785462,361374792885462,Delivered,LEX PH,standard,Dropshipping,361374792885462,,,March 2021, ,470249786632855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
11-Mar-2021,Orders-Sales,Item Price Credit,361374792885462,RMJ,Knuckle Bearing Set Fury 125,PZA-SP-FURY125/R,1740042425_PH-7475614696,167.07,0,0,No,08 Mar 2021 - 14 Mar 2021,paid,361374792785462,361374792885462,Delivered,LEX PH,standard,Dropshipping,361374792885462,,,March 2021,Low,466750645661806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
11-Mar-2021,Orders-Lazada Fees,Payment Fee,361391577285462,RMJ,NGK Spark Plug BPR6HS 7022 (Original),PZA-SP-BPR6HS,1735362302_PH-7468388856,-0.40,0.04,0,No,08 Mar 2021 - 14 Mar 2021,paid,361391576985462,361391577285462,Delivered,LEX PH,standard,Dropshipping,361391577285462,,,March 2021, ,469320964666044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
11-Mar-2021,Orders-Sales,Item Price Credit,361391577285462,RMJ,NGK Spark Plug BPR6HS 7022 (Original),PZA-SP-BPR6HS,1735362302_PH-7468388856,161.50,0,0,No,08 Mar 2021 - 14 Mar 2021,paid,361391576985462,361391577285462,Delivered,LEX PH,standard,Dropshipping,361391577285462,,,March 2021,Low,469845393110036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
11-Mar-2021,Orders-Lazada Fees,Payment Fee,361387367185462,RMJ,Pirelli Diablo Rosso Sport 150/60  x 17 Tubeless,PIR-ANG-150-X17,1723994279_PH-7436264549,-0.41,0.04,0,No,08 Mar 2021 - 14 Mar 2021,paid,361387367085462,361387367185462,Delivered,LEX PH,standard,Dropshipping,361387367185462,,,March 2021, ,462231392974834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
11-Mar-2021,Orders-Sales,Item Price Credit,361387367185462,RMJ,Pirelli Diablo Rosso Sport 150/60  x 17 Tubeless,PIR-ANG-150-X17,1723994279_PH-7436264549,4390.40,0,0,No,08 Mar 2021 - 14 Mar 2021,paid,361387367085462,361387367185462,Delivered,LEX PH,standard,Dropshipping,361387367185462,,,March 2021,Medium,466422294358879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
11-Mar-2021,Orders-Lazada Fees,Payment Fee,361374793085462,RMJ,NGK Spark Plug BPR6HS 7022 (Original),PZA-SP-BPR6HS,1735362302_PH-7468388856,-0.40,0.04,0,No,08 Mar 2021 - 14 Mar 2021,paid,361374792785462,361374793085462,Delivered,LEX PH,standard,Dropshipping,361374793085462,,,March 2021, ,465483874622697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
11-Mar-2021,Orders-Sales,Item Price Credit,361374793085462,RMJ,NGK Spark Plug BPR6HS 7022 (Original),PZA-SP-BPR6HS,1735362302_PH-7468388856,161.50,0,0,No,08 Mar 2021 - 14 Mar 2021,paid,361374792785462,361374793085462,Delivered,LEX PH,standard,Dropshipping,361374793085462,,,March 2021,Low,465568222427105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
11-Mar-2021,Orders-Logistics,Shipping Fee Paid by Seller,361391577085462,RMJ,Pirelli Diablo Rosso Sport 150/60  x 17 Tubeless,PIR-ANG-150-X17,1723994279_PH-7436264549,-18.00,1.93,0,No,08 Mar 2021 - 14 Mar 2021,paid,361391576985462,361391577085462,Delivered,LEX PH,standard,Dropshipping,361391577085462,,,March 2021, ,460910820440909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
11-Mar-2021,Orders-Logistics,Shipping Fee Paid by Seller,361391577185462,RMJ,Mizzle GOLD M89 Motorcycle Tire 90/80 x 14 (Tubeless),MIZ-M89-908-X14,1724080569_PH-7436570877,-18.00,1.93,0,No,08 Mar 2021 - 14 Mar 2021,paid,361391576985462,361391577185462,Delivered,LEX PH,standard,Dropshipping,361391577185462,,,March 2021, ,469030710553192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
11-Mar-2021,Orders-Logistics,Shipping Fee Paid by Seller,361391577285462,RMJ,NGK Spark Plug BPR6HS 7022 (Original),PZA-SP-BPR6HS,1735362302_PH-7468388856,-18.00,1.93,0,No,08 Mar 2021 - 14 Mar 2021,paid,361391576985462,361391577285462,Delivered,LEX PH,standard,Dropshipping,361391577285462,,,March 2021, ,468653741581771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
11-Mar-2021,Orders-Logistics,Shipping Fee Paid by Seller,361391577385462,RMJ,Knuckle Bearing Set Fury 125,PZA-SP-FURY125/R,1740042425_PH-7475614696,-18.00,1.93,0,No,08 Mar 2021 - 14 Mar 2021,paid,361391576985462,361391577385462,Delivered,LEX PH,standard,Dropshipping,361391577385462,,,March 2021, ,463887686190095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
11-Mar-2021,Orders-Lazada Fees,Payment Fee,360589302545563,RMJ,Pirelli Diablo Rosso Sport 150/60  x 17 Tubeless,PIR-ANG-150-X17,1723994279_PH-7436264549,-0.41,0.04,0,No,08 Mar 2021 - 14 Mar 2021,paid,360589302445563,360589302545563,Delivered,LEX PH,standard,Dropshipping,360589302545563,,,March 2021, ,466475777585329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
11-Mar-2021,Orders-Lazada Fees,Payment Fee,361387367285462,RMJ,Knuckle Bearing Set Fury 125,PZA-SP-FURY125/R,1740042425_PH-7475614696,-0.40,0.04,0,No,08 Mar 2021 - 14 Mar 2021,paid,361387367085462,361387367285462,Delivered,LEX PH,standard,Dropshipping,361387367285462,,,March 2021, ,467132998734763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
11-Mar-2021,Orders-Lazada Fees,Payment Fee,361391577085462,RMJ,Pirelli Diablo Rosso Sport 150/60  x 17 Tubeless,PIR-ANG-150-X17,1723994279_PH-7436264549,-0.41,0.04,0,No,08 Mar 2021 - 14 Mar 2021,paid,361391576985462,361391577085462,Delivered,LEX PH,standard,Dropshipping,361391577085462,,,March 2021, ,466451546685710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
11-Mar-2021,Orders-Sales,Item Price Credit,360589302545563,RMJ,Pirelli Diablo Rosso Sport 150/60  x 17 Tubeless,PIR-ANG-150-X17,1723994279_PH-7436264549,4390.40,0,0,No,08 Mar 2021 - 14 Mar 2021,paid,360589302445563,360589302545563,Delivered,LEX PH,standard,Dropshipping,360589302545563,,,March 2021,Medium,464439213864407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
11-Mar-2021,Orders-Sales,Item Price Credit,361387367285462,RMJ,Knuckle Bearing Set Fury 125,PZA-SP-FURY125/R,1740042425_PH-7475614696,167.07,0,0,No,08 Mar 2021 - 14 Mar 2021,paid,361387367085462,361387367285462,Delivered,LEX PH,standard,Dropshipping,361387367285462,,,March 2021,Low,464525655890986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
11-Mar-2021,Orders-Sales,Item Price Credit,361391577085462,RMJ,Pirelli Diablo Rosso Sport 150/60  x 17 Tubeless,PIR-ANG-150-X17,1723994279_PH-7436264549,4390.40,0,0,No,08 Mar 2021 - 14 Mar 2021,paid,361391576985462,361391577085462,Delivered,LEX PH,standard,Dropshipping,361391577085462,,,March 2021,Medium,466443964538639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
11-Mar-2021,Orders-Logistics,Shipping Fee Paid by Seller,361387367185462,RMJ,Pirelli Diablo Rosso Sport 150/60  x 17 Tubeless,PIR-ANG-150-X17,1723994279_PH-7436264549,-18.00,1.93,0,No,08 Mar 2021 - 14 Mar 2021,paid,361387367085462,361387367185462,Delivered,LEX PH,standard,Dropshipping,361387367185462,,,March 2021, ,466602560918499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
11-Mar-2021,Orders-Logistics,Shipping Fee Paid by Seller,361387367285462,RMJ,Knuckle Bearing Set Fury 125,PZA-SP-FURY125/R,1740042425_PH-7475614696,-18.00,1.93,0,No,08 Mar 2021 - 14 Mar 2021,paid,361387367085462,361387367285462,Delivered,LEX PH,standard,Dropshipping,361387367285462,,,March 2021, ,462786435038679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
